City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,touros,-5.1989,-35.4608,300.4,67,72,5.38,BR,1698357331
364,alesund,62.4723,6.1549,278.01,75,0,3.6,NO,1698357040
365,kyzyl,51.7,94.45,278.16,39,81,0.45,RU,1698357331
366,tinogasta,-28.0632,-67.5649,299.04,27,2,1.84,AR,1698357332
367,sao joao da barra,-21.6403,-41.0511,298.2,93,68,3.36,BR,1698357166
368,ouahigouya,13.5828,-2.4216,304.54,17,94,3.78,BF,1698357332
369,bubaque,11.2833,-15.8333,301.28,80,57,5.72,GW,1698357333
370,kose,40.21,39.6511,283.44,78,88,1.42,TR,1698357333
371,cuamba,-14.8031,36.5372,297.95,65,50,1.96,MZ,1698357333
372,geraldton,-28.7667,114.6,287.38,88,99,6.17,AU,1698357334
373,ibiruba,-28.6275,-53.0897,290.62,77,13,2.89,BR,1698357334
374,visby,57.6409,18.296,278.27,87,100,3.6,SE,1698357334
375,salym,60.0625,71.4789,268.39,92,100,4.8,RU,1698357335
376,aitape,-3.1374,142.3475,298.97,86,100,1.52,PG,1698357335
377,bangassou,4.7413,22.8184,292.65,99,82,1.28,CF,1698357336
378,ocean shores,46.9737,-124.1563,285.03,85,100,3.09,US,1698357336
379,olinda,-8.0089,-34.8553,300.0,83,75,2.57,BR,1698357336
380,ancud,-41.8697,-73.8203,283.84,84,100,4.78,CL,1698357337
381,fort bragg,35.139,-79.006,300.23,57,20,2.57,US,1698357337
382,rio grande,-32.035,-52.0986,293.21,74,0,3.57,BR,1698357186
383,lejanias,3.5251,-74.0216,297.77,91,76,0.67,CO,1698357338
384,nantucket,41.2835,-70.0995,292.23,80,0,4.12,US,1698357338
385,kerman,30.2832,57.0788,287.07,67,75,3.09,IR,1698357338
386,geisingen,47.9167,8.6333,283.31,99,100,0.66,DE,1698357338
387,tual,-5.6667,132.75,299.41,76,100,5.25,ID,1698357339
388,irymple,-34.25,142.1667,284.87,65,0,5.67,AU,1698357339
389,ornskoldsvik,63.2909,18.7153,271.68,100,20,1.03,SE,1698357339
390,ballina,-28.8667,153.5667,288.58,89,99,10.66,AU,1698357339
391,ko lanta,7.5336,99.0865,300.24,78,99,2.79,TH,1698357340
392,sao tome,0.3365,6.7273,299.02,86,95,1.76,ST,1698357340
393,neiafu,-18.65,-173.9833,298.53,73,75,4.12,TO,1698357340
394,"laikit, laikit ii (dimembe)",1.4792,124.9735,295.62,88,20,2.57,ID,1698357341
395,altai,46.3722,96.2583,275.09,33,15,2.18,MN,1698357341
396,plastun,44.7561,136.2939,275.48,68,6,3.2,RU,1698357341
397,mahina,-17.5065,-149.489,302.02,65,75,4.12,PF,1698357331
398,road town,18.4167,-64.6167,302.2,74,20,2.57,VG,1698357284
399,rzhev,56.2624,34.3282,271.1,94,100,5.74,RU,1698357342
400,kuanda,56.3161,116.0806,268.62,58,78,0.52,RU,1698357342
401,prince rupert,54.3161,-130.3201,283.2,29,0,5.14,CA,1698357343
402,black point,-34.6187,137.8972,285.28,64,77,5.99,AU,1698357343
403,mammoth lakes,37.6485,-118.9721,285.55,28,0,4.63,US,1698357343
404,adrar,20.5022,-10.0711,302.14,22,77,4.45,MR,1698357343
405,preobrazheniye,42.9019,133.9064,278.7,50,19,3.09,RU,1698357344
406,itaituba,-4.2761,-55.9836,309.24,49,92,0.0,BR,1698357344
407,vila franca do campo,37.7167,-25.4333,289.2,99,100,3.19,PT,1698357344
408,menaka,15.9182,2.4022,303.21,10,98,2.16,ML,1698357344
409,tranqueras,-31.2,-55.75,288.3,77,0,2.15,UY,1698357345
410,kingston,17.997,-76.7936,304.68,58,20,2.06,JM,1698357225
411,priladozhskiy,59.85,31.4833,271.62,74,100,4.59,RU,1698357345
412,knyaze-volkonskoye,48.4642,135.4567,275.93,60,0,4.47,RU,1698357345
413,kentville,45.0835,-64.4988,291.16,81,73,1.03,CA,1698357346
414,santo antonio do ica,-3.1022,-67.9397,300.09,79,100,2.89,BR,1698357346
415,manawar,22.2333,75.0833,295.13,33,0,1.77,IN,1698357346
416,birzebbuga,35.8258,14.5269,296.01,73,20,2.06,MT,1698357347
417,howrah,22.5892,88.3103,298.15,88,20,0.0,IN,1698357347
418,remire-montjoly,4.9167,-52.2667,302.17,79,0,3.6,GF,1698357347
419,east london,-33.0153,27.9116,293.57,89,74,4.95,ZA,1698357348
420,la tuque,47.4334,-72.7824,285.29,87,100,0.0,CA,1698357348
421,nabire,-3.3667,135.4833,298.04,89,55,1.36,ID,1698357349
422,devils lake,48.1128,-98.8651,271.14,94,100,9.26,US,1698357349
423,coquimbo,-29.9533,-71.3436,288.0,72,40,5.66,CL,1698357350
424,xilin hot,43.9667,116.0333,277.33,35,12,2.89,CN,1698357350
425,baiti,13.745,-14.7482,302.71,42,62,2.72,SN,1698357350
426,masina,-4.3836,15.3914,295.31,94,75,6.17,CD,1698357350
427,carbonear,47.7332,-53.2148,283.79,85,100,2.02,CA,1698357351
428,belyayevka,51.3974,56.4096,271.55,63,100,2.05,RU,1698357351
429,yaren,-0.5472,166.916,301.94,72,8,3.53,NR,1698357351
430,kaintragarh,20.7167,84.5333,292.2,72,0,0.62,IN,1698357351
431,fort meade,39.1082,-76.7432,297.94,55,0,0.89,US,1698357061
432,morales,2.757,-76.6172,289.75,99,100,0.55,CO,1698357352
433,turochak,52.2576,87.1224,274.8,90,100,4.31,RU,1698357352
434,el granada,37.5027,-122.4694,294.21,50,0,6.69,US,1698357352
435,korla,41.7597,86.1469,284.36,36,61,1.44,CN,1698357353
436,manicore,-5.8092,-61.3003,304.12,74,75,1.03,BR,1698357353
437,severobaykal'sk,55.65,109.3167,275.1,90,83,2.29,RU,1698357353
438,chernyshevsk,52.5243,117.0174,269.02,68,10,0.39,RU,1698357354
439,lorengau,-2.0226,147.2712,300.29,82,77,1.87,PG,1698357354
440,simpang empat,4.95,100.6333,298.76,89,100,1.13,MY,1698357354
441,oum hadjer,13.2954,19.6966,303.84,18,83,4.1,TD,1698357355
442,hobyo,5.3505,48.5268,300.8,77,20,4.28,SO,1698357355
443,sidi aissa,35.8855,3.7724,291.91,46,96,2.78,DZ,1698357355
444,griffith,41.5284,-87.4237,292.67,90,100,4.12,US,1698357356
445,timmins,48.4669,-81.3331,277.05,93,100,4.12,CA,1698357210
446,sinabang,2.4803,96.3801,298.79,83,98,1.68,ID,1698357356
447,ritchie,-29.038,24.6028,294.71,10,98,1.24,ZA,1698357356
448,malango,-2.9627,119.9001,290.55,64,9,1.15,ID,1698357357
449,kaliganj,23.4095,89.1402,297.67,74,72,1.6,BD,1698357357
450,smithers,54.7804,-127.1743,275.33,44,0,1.54,CA,1698357357
451,santa flavia,38.085,13.5351,295.7,70,99,5.81,IT,1698357358
452,mo i rana,66.3128,14.1428,272.77,87,40,1.03,NO,1698357358
453,ginir,7.1333,40.7,286.76,90,61,1.9,ET,1698357358
454,zapadnaya dvina,56.259,32.0745,271.14,93,100,4.93,RU,1698357358
455,timoteo,-19.5825,-42.6444,302.63,87,82,0.49,BR,1698357359
456,igrim,63.1906,64.4162,266.82,69,99,1.63,RU,1698357359
457,palangkaraya,-2.2,113.8333,296.0,92,83,0.25,ID,1698357359
458,castillos,-34.1667,-53.8333,284.57,72,0,2.11,UY,1698357359
459,tuszyn,51.6095,19.5301,283.13,95,100,3.09,PL,1698357360
460,qandala,11.472,49.8728,300.97,71,100,3.67,SO,1698357360
461,berdigestyakh,62.0989,126.6992,258.57,98,92,1.91,RU,1698357360
462,bage,-31.3314,-54.1069,293.03,45,0,3.6,BR,1698357360
463,surany,48.0861,18.1845,287.56,91,99,1.99,SK,1698357361
464,landstuhl,49.4167,7.5667,283.62,96,20,0.0,DE,1698357361
465,pervomayskiy,53.2485,40.2871,271.14,96,100,6.85,RU,1698357362
466,ulladulla,-35.35,150.4667,286.35,53,92,5.65,AU,1698357362
467,papao,-17.75,-149.55,301.97,84,100,3.01,PF,1698357363
468,kapa'a,22.0752,-159.319,302.3,65,0,2.57,US,1698357363
469,great dunmow,51.8723,0.3626,283.69,92,88,1.54,GB,1698357363
470,ylitornio,66.3089,23.6773,272.13,99,100,1.44,FI,1698357364
471,meadow lake,34.8014,-106.5436,296.82,29,0,4.2,US,1698357364
472,san fernando,15.0286,120.6898,300.0,91,77,1.05,PH,1698357364
473,constantia,44.1833,28.65,288.54,70,71,4.12,RO,1698357365
474,kepsut,39.6889,28.1522,288.23,70,82,2.45,TR,1698357365
475,kavaratti,10.5669,72.642,301.46,70,24,1.96,IN,1698357365
476,gwanda,-20.9333,29.0,294.43,61,0,3.6,ZW,1698357366
477,lensk,60.7253,114.9278,274.05,99,100,1.72,RU,1698357366
478,port augusta,-32.5,137.7667,287.16,46,40,2.34,AU,1698357366
479,callao,-12.0667,-77.15,296.33,68,75,3.6,PE,1698357287
480,iskateley,67.6803,53.1512,261.49,100,74,1.79,RU,1698357367
481,saint-pierre,-21.3393,55.4781,296.97,83,0,1.54,RE,1698357367
482,mil'kovo,55.6078,37.7956,271.37,93,100,6.02,RU,1698357368
483,holma,9.9008,13.0567,297.51,31,99,0.95,NG,1698357369
484,murzuq,25.9155,13.9184,297.93,26,0,2.32,LY,1698357369
485,quelimane,-17.8786,36.8883,297.8,91,28,3.17,MZ,1698357369
486,tuy hoa,13.0833,109.3,297.16,94,63,1.72,VN,1698357370
487,laojunmiao,39.8333,97.7333,280.02,21,0,2.34,CN,1698357370
488,sen monorom,12.45,107.2,292.44,98,27,0.66,KH,1698357370
489,port isabel,26.0734,-97.2086,305.2,70,75,8.23,US,1698357371
490,naha,26.2125,127.6811,295.1,68,20,3.6,JP,1698357071
491,buka,40.8108,69.1986,287.93,67,100,0.44,UZ,1698357371
492,semporna,4.4818,118.6112,299.16,85,55,1.45,MY,1698357372
493,pontianak,-0.0333,109.3333,297.14,94,75,0.51,ID,1698357372
494,oriximina,-1.7656,-55.8661,305.18,42,70,1.9,BR,1698357172
495,antsiranana,-12.2787,49.2917,296.94,84,6,2.84,MG,1698357373
496,benito juarez,19.385,-99.165,297.05,41,75,6.17,MX,1698357373
497,bontang,0.1333,117.5,299.15,82,50,0.6,ID,1698357373
498,cam ranh,11.9214,109.1591,298.13,88,0,1.03,VN,1698357374
499,taft,31.7471,54.2088,287.12,44,0,2.06,IR,1698357374
500,tyukhtet,56.5389,89.3011,275.07,78,97,8.72,RU,1698357374
501,kurchatov,51.6601,35.6521,277.27,99,100,3.18,RU,1698357375
502,kazanskoye,55.6448,69.235,268.34,80,22,7.04,RU,1698357375
503,puerto lempira,15.2667,-83.7667,304.23,66,40,2.06,HN,1698357375
504,jiexiu,37.0244,111.9125,285.56,27,29,1.21,CN,1698357376
505,cozumel,20.5083,-86.9458,303.19,79,40,4.63,MX,1698357376
506,belyy yar,53.6039,91.3903,277.09,81,20,3.0,RU,1698357377
507,chizhou,30.6578,117.4831,292.05,62,98,1.36,CN,1698357377
508,dongola,19.1667,30.4833,302.86,23,0,5.77,SD,1698357378
509,ernee,48.2976,-0.9314,284.9,97,62,3.36,FR,1698357378
510,reyes,-14.3167,-67.3833,307.13,59,75,0.0,BO,1698357378
511,bougouni,11.417,-7.479,301.19,39,48,2.16,ML,1698357379
512,gariaband,20.635,82.0614,289.92,74,10,0.35,IN,1698357379
513,richfield,44.8833,-93.283,289.11,96,100,3.09,US,1698357379
514,ishinomaki,38.4167,141.3,282.15,82,16,1.89,JP,1698357379
515,carqueiranne,43.0953,6.073,293.91,83,0,5.14,FR,1698357380
516,dong ha,16.8163,107.1003,297.17,95,76,1.19,VN,1698357380
517,banswara,23.55,74.45,295.14,35,0,0.78,IN,1698357380
518,camalu,30.85,-116.0667,293.83,59,26,6.23,MX,1698357381
519,fale old settlement,-9.3852,-171.2468,301.56,78,77,6.59,TK,1698357381
520,inarajan village,13.2736,144.7484,301.7,97,82,3.02,GU,1698357381
521,nanao,37.05,136.9667,287.26,89,99,3.28,JP,1698357382
522,marion,39.7684,-86.1555,297.61,62,75,7.72,US,1698357274
523,hamakita,34.8,137.7833,286.9,80,0,1.85,JP,1698357382
524,buta,2.7858,24.73,294.35,99,99,0.98,CD,1698357382
525,ola,59.5833,151.2833,269.2,64,62,2.78,RU,1698357383
526,turbat,26.0023,63.044,299.6,63,99,2.58,PK,1698357383
527,mersing,2.4312,103.8405,296.1,100,20,3.09,MY,1698357383
528,brasileia,-11.0161,-68.7481,307.4,55,75,3.09,BR,1698357384
529,akjoujt,19.6969,-14.4164,304.44,22,99,5.38,MR,1698357384
530,itoman,26.1247,127.6694,295.16,68,20,3.6,JP,1698357384
531,ostersund,63.1792,14.6357,272.93,74,100,3.09,SE,1698357149
532,san mariano,7.5,126.0,296.18,93,100,1.13,PH,1698357385
533,sumbe,-11.2061,13.8437,297.12,88,100,4.17,AO,1698357385
534,salalah,17.0151,54.0924,300.2,83,40,1.03,OM,1698357385
535,sibay,52.7181,58.6658,271.05,63,6,5.81,RU,1698357386
536,flin flon,54.7682,-101.865,271.06,50,100,2.57,CA,1698357386
537,al kharj,24.155,47.3346,298.47,52,0,4.41,SA,1698357386
538,iaciara,-14.0958,-46.6317,297.06,73,100,2.26,BR,1698357387
539,kotido,2.9806,34.1331,296.16,60,100,6.3,UG,1698357387
540,chinchilla,-26.75,150.6333,289.61,33,0,6.23,AU,1698357387
541,bokoro,12.3807,17.0568,303.11,16,51,4.12,TD,1698357388
542,paea,-17.6833,-149.5833,301.99,65,75,4.12,PF,1698357388
543,tarko-sale,64.9225,77.785,264.34,89,100,9.4,RU,1698357388
544,siracusa,37.0881,15.2792,294.92,75,100,3.48,IT,1698357389
545,saraqib,35.8645,36.8059,295.83,42,100,2.64,SY,1698357389
546,praia da vitoria,38.7333,-27.0667,289.13,82,40,4.73,PT,1698357389
547,strzelce krajenskie,52.8773,15.5298,283.67,94,100,0.73,PL,1698357390
548,hinche,19.15,-72.0167,298.07,81,26,4.12,HT,1698357390
549,brokopondo,4.75,-55.1667,303.26,50,72,1.9,SR,1698357390
550,mawlaik,23.6333,94.4167,295.18,95,58,0.45,MM,1698357391
551,quang ngai,15.1167,108.8,297.09,94,98,1.13,VN,1698357391
552,yangchun,22.1667,111.7833,294.97,89,39,0.88,CN,1698357391
553,teguise,29.0605,-13.564,294.27,73,40,5.14,ES,1698357392
554,vangaindrano,-23.35,47.6,295.54,74,100,3.87,MG,1698357392
555,coyhaique,-45.5752,-72.0662,285.12,62,75,1.54,CL,1698357393
556,laguna,38.421,-121.4238,294.42,42,0,4.63,US,1698357393
557,bereeda,11.8704,51.0579,299.53,76,65,4.73,SO,1698357394
558,novyye burasy,52.1324,46.0714,271.85,93,100,6.68,RU,1698357394
559,leer,53.2316,7.461,283.68,95,100,3.1,DE,1698357394
560,shimokizukuri,40.8061,140.3861,284.38,81,100,1.7,JP,1698357395
561,magong,23.5654,119.5863,298.52,80,33,7.41,TW,1698357395
562,tangier,35.7806,-5.8137,294.73,100,75,4.63,MA,1698357395
563,cudillero,43.5622,-6.1459,288.98,65,20,5.66,ES,1698357396
564,dubbo,-32.25,148.6167,285.22,71,0,6.17,AU,1698357396
565,kyshtovka,56.555,76.6271,270.56,79,66,7.15,RU,1698357397
